business_id,name,stars,review_count,categories
8k3IvUeYZOf5XdM4VslcKg,FedEx Office Ship Center,2.0,6,Coffee & Tea
3OzjmMmkVydF75t8VeY73A,Dunkin',1.5,6,"Sushi Bars,Japanese"
ICYYwP4UkgfKdm-2WUeuFA,Mil-Lee's Luv-Inn,4.0,83,"Nightlife,Bars,Burgers"
0dGldeEVtqx8CG1XdygmAQ,Temple University Hospital - Jeanes Campus,1.5,23,"Sushi Bars,Chinese"
kqy-UVxk2ZLMVfMm2XPgLA,Nostalgia 1720,4.5,6,"Noodles,Steakhouses,Sushi Bars"
lkQP24RF-W7Hvb2WOPJWAw,Metropolitan Bakery,3.5,137,"Steakhouses,Seafood,American (New)"
pIC2xqIGVJREbyBe0hLmBg,Wedgewood Gardens,4.5,9,American (New)
OYmCQvaAkWQnKHGWqhmloQ,Prodigy Salon,4.5,9,Coffee & Tea
TLYnermKi4lRDGmp9AHgCQ,Profiles Salon 7,5.0,9,"Chinese,Szechuan"
lK0ClWvVzQHWIcxQAWTzMg,Manoa Tavern,4.0,22,"Ice Cream & Frozen Yogurt,Desserts"
J7oMBdDypJ3lc738Luxpqw,Drexel OB-Gyn Associates,3.0,13,"American (Traditional),Burgers,Chicken Wings"
CCeUPUSWxYqUB_qtkGi2Lg,The Inn At Barley Sheaf Farm,4.5,61,Caribbean
T2IyX6bZMyt8nACcEfXRVA,Park Bench Dog Daycare,5.0,10,"Pizza,Italian"
Y0PniktyQwKSbiJait1qyA,Safeguard Self Storage,4.5,5,"Vegetarian,Bakeries"
nnmggsPXCW-x9cUhs7w9aw,Nichols Plumbing Heating & Cooling,3.5,10,"Nightlife,Seafood,American (Traditional)"
WokA2k1h3xuWYl6P18R6Nw,SPT Home Services,5.0,8,"Pizza,American (Traditional),Italian"
SwPrd4HE39s_k96TLD1LIQ,BR Services,5.0,8,"Nightlife,Bars,American (New)"
ihrLYvVERvpEqQGkfA1lPA,Berwyn Collision,4.5,6,"Mexican,Barbeque,Tex-Mex"
YZSXUZGjUohsYnKUytKzUA,Rim's One Hour Cleaners,3.0,28,"American (Traditional),Southern"
FYr3XGGzPCO-IQHma_4Izg,Carp Dental,4.0,19,"Nightlife,Bars,American (New)"
Tddv0HugM62VtkrJnAhMFw,Bikram Yoga Chadds Ford,3.5,9,"Desserts,Sandwiches,Italian"
Lw1gzZZGI2GFQc6BI5zyJw,Kite & Key,3.5,439,"Mexican,Barbeque,Tex-Mex"
fnuzfldqT6om1Ozmfiqv1A,The Rate Kings Mortgage LLC,5.0,5,"Asian Fusion,Thai,Sushi Bars"
awoL_ZkakGAihaPyBfbs1g,Pineapple Hill Bed & Breakfast Inn,5.0,38,Sushi Bars
_jo4KAUXNcspnunDdTdxAA,"Maria Concepcion, DMD - Advanced Endodontics",4.5,6,"Salad,American (Traditional),Nightlife"
qgjSeNhyFDffSq3lT997_A,Chadsford Climate Control,3.5,9,Mexican
otq4Hdtu7Yu4SFjleX5a1Q,Lanard and Associates,5.0,7,"Juice Bars & Smoothies,Bakeries,Coffee & Tea"
6wp5aQwLyQFIguO_gsS0cw,Three Boudoir,4.5,7,"Nightlife,Bars,American (New)"
hrJYdX8ArjX7CwekX66e9A,Salvito's Pizza Palace,3.5,54,"Burgers,Fast Food"
bYN_vWOG7KzQ_Ey2U2VxSA,Jian Korean Cuisine,3.5,45,"Chinese,Szechuan"
daAJO5-JlDiPY0qqPthaMQ,Beacon of Life Chiropractic,4.0,13,"Soup,Salad,Thai"
-JQ1rpmdOE8rEla2RDlFaQ,Mainline Sushi,5.0,12,"Chicken Wings,Donuts,Coffee & Tea"
JblWBNfKBsCAqOMtEnl17A,Porcelanosa,2.5,16,"Sushi Bars,Japanese"
GRMy8tKp11AeQ6MNhelfAg,Gwynedd Dental Associates,4.5,12,"Sandwiches,Nightlife,American (New)"
t7KWRx7-thi_ApRRsBu9uQ,Hickory Springs Pet Farm,4.0,25,Caribbean
vFDGCmR5iH34PdoBhTYh_A,J&P Seafood,3.0,50,"American (Traditional),Nightlife,Steakhouses"
6YY9BXQeclIzyR5PJOtPzw,Herron Park Playground & Sprayground,4.0,13,"Bars,Nightlife,Lounges"
0lK6tEiq6OJ3w9NEuCV6Ow,El Limón,4.0,92,Italian
oCq6GGltDMDjZYCgxRsubw,Banfield Pet Hospital,3.0,15,"Pizza,Italian"
9lyYoyMZ7wqqMSaP05usSQ,Aqua Salon,5.0,41,American (New)
SSBsKbKd0VAIupsjDGmmRQ,The Duke Barber Co.,3.5,25,"Sandwiches,Nightlife,American (New)"
rNAFRj2hh-26-gxhzznavw,Autobahn Motor Sports,5.0,25,"Sushi Bars,Japanese,Asian Fusion"
4LgeK9DOwJv9nke33uU-9Q,Penn DOT,2.5,18,"Nightlife,American (Traditional),Bars"
SuY8Yqy9gOk_P3Ps0l4TDQ,SpringHill Suites by Marriott Philadelphia Plymouth Meeting,3.5,44,"Middle Eastern,Bakeries,Mediterranean"
4fUGGrkNGEfpEB24nwY5fg,PennDOT Driver License Center,4.0,22,"Sushi Bars,Japanese"
Z2lPPepL10Mb13Ztw4IDEA,Zarett Rehab and Fitness,4.0,53,"Nightlife,Bars,Burgers"
y4nAl5V6JU8tSB_IXqzvVQ,Nat's Pizza,4.0,48,"Nightlife,Bars,Burgers"
G88XT8uTAFEKLJJHvkyEww,Devon Tile & Design Studio,2.0,12,"Nightlife,Bars,American (New)"
bXfB2rF876YqRMHzI6iUmw,Big Lots,3.5,5,"Fast Food,Sandwiches,Italian"
c04vDdzUCbQxlFAw19e5Bw,Cazz's Bar and Grill,4.0,6,"Pizza,Sandwiches,Italian"
GDl5ED-Swgv8vIIeOdMjlw,Speed Wash Laundry,4.0,5,"Nightlife,American (Traditional),Bars"
WV-1jUnWOxok-qfGjkEw3A,"New York Chicken, Lamb Gyro, Falaffel & Rice Food Cart",4.0,14,"Nightlife,Bars,American (New)"
1oP2ZdAegVUh6J5w_nQURQ,West Chester Diner,2.5,84,French
sKqOI7OTvx4Eg1GgjpXQ3g,AVE Malvern,4.5,5,"Vegetarian,Salad"
yXUk6B77sAnR3KqhrwaGww,Philly Pretzel Factory,4.0,10,"Korean,American (Traditional),Donuts"
HDaYxkjysrFL-R4GHTl11w,McAndrews Law Office,4.5,5,"Desserts,Sandwiches,Italian"
fmg3x5ug-SUldGnJrJU1yA,"Stephen D. Hess, MD, PhD",4.5,6,"Nightlife,Bars"
z1FNf0_fBx-DV2ZO2bWLaQ,Spayed Club Clinic,4.5,22,"Nightlife,Bars,Italian"
pW5DXTpKnw3y0fopipbJVg,Landmark Americana Tap & Grill - University City,3.0,394,Chinese
-4UMCvj8E1PYseKhNfdoug,Candy Nation,4.0,30,"Soup,Seafood,Chinese"
p-EnMBzaHNg30EBJRtxMAA,Rosebud's Investments,4.5,6,"American (Traditional),American (New),Sandwiches"
zDIRgnEB4KT7fUtQLVsAIw,Redblock Realty,5.0,8,Chinese
9gByAEaDmY0QX03UegKPaQ,Tony G's South Philly Style Pub and Eatery,4.5,58,American (New)
zutnb4ogWkJuEd3ZyXk3BQ,Lansdale Meats and Deli,4.0,37,"Nightlife,Bars,Italian"
DS6wXlez9uUxpX6QPIAwcQ,Copper Lantern,2.0,5,"Nightlife,Seafood,Bars"
1zXokDxm-BIbAIw9EuteiQ,1750 Bistro,3.0,18,Mexican
_AGmdAQxIjHiqMFCZC-Uaw,Excel Physical Therapy- Washington Square,4.5,10,"Nightlife,Bars,Italian"
cc2QOQHfrR4wUvvSORrlEQ,Bob's Secondhand Appliance,2.0,6,"Tapas/Small Plates,Nightlife,Bars"
zd2dQmzDvlSnfPATQeuImQ,Abel Brothers Towing,4.0,17,"Mexican,Barbeque,Tex-Mex"
X3NQ16Ltd9CGscxsi85xRA,Jule's Tires & Automotive Service,4.0,11,"Asian Fusion,Salad,Noodles"
vYPHbKGtbudOesyL7tOZMg,Schrader's Amoco,4.5,7,"Food Stands,Thai,Mexican"
O2g_gH6hkK6zH2-xHb20EQ,Gabay & Gottlieb Cosmetic Surgery Center,3.0,16,"American (Traditional),Nightlife,American (New)"
deA06KLDS11uTDtUUrohRw,Mucho Bueno,4.0,29,American (New)
Iz01VjpvQZZcYhOWFg-RQw,R & R Produce'n Garden Center,3.0,7,Thai
vkrNaPsYX37nu8ndgFxLxw,Five Points Coffee,4.5,63,Chinese
R1kYfPp7Qlg6Zm2LAOhtpQ,DPNAK Weddings,4.5,11,Pizza
TsA9McZEh8n8a_AOI9swEA,Ridge Pike Car Wash,4.0,13,"Sandwiches,Coffee & Tea"
dJH7mUzf1VFgysYgWjH6fA,Reds & Son Foreign Car Repair,3.5,39,"Sushi Bars,Japanese,Asian Fusion"
sEWIbSBVw1_wZqIgEmcrTA,David Rosenberg - Compass,5.0,5,"Vegetarian,Vegan,Burgers"
3tR1GRfd-0moZ8F-L6MGaA,Hilltown Tavern - Fairmount,3.0,25,"Japanese,Asian Fusion,Chinese"
Lw6w21_sKJGXm3cfUdYoAw,Brian Hoskins Ford,2.0,23,"Pizza,Salad,Sandwiches"
h8qIDmSY6CgqvKMCjzzWeA,Musashi Exotic Japanese Cuisine,4.5,175,"Ice Cream & Frozen Yogurt,Desserts,Bakeries"
uENZI2awSMsHIpmg-snXFg,Sam Ash Music Stores,3.0,22,"Nightlife,American (Traditional),Bars"
S1Qe3KJho4R0ML8YnQr9lw,M & J Market & Gas,5.0,9,"Sushi Bars,Japanese"
-yukfO02FkmJ35NBBgAh9A,Poison Ivy Horticulturist,5.0,7,"Salad,American (Traditional),American (New)"
MNO9BtgPZa1nWtRgTEXPCA,Penn Internal Medicine Media,3.5,8,"Asian Fusion,Nightlife,Latin American"
Ber7MHaH5jDUC6WEMpCEqw,Charley's Grilled Subs,3.0,8,"Asian Fusion,Nightlife,Latin American"
HngRiL6Z3DFTDnNsXZ0TQw,Stateside,3.5,358,Italian
LF1hK-Q68vY3t7Xrrd6mLw,Newmans Grill,2.5,11,Italian
RFLX8_Bkr_fFSTxYMRkFHw,Center City Contractors,4.0,17,"Spanish,Tacos,Latin American"
s46jfKS9rGzTll0PgpQ7vA,Innovative Implant and Oral Surgery,4.5,13,Chinese
9S8rfgVp6vA2pUZZUvoBoA,Chestnut Hill Sports,4.0,8,"Vegetarian,Vegan,Burgers"
tu7fU-iocXBL4XYfOxcODA,Philly Tech Help,5.0,29,"Pizza,Sandwiches,Italian"
8-CnBPjMxQj195wDxZrHEA,Beck's Cajun Cafe,3.5,65,Pizza
UxB8hLgUTOSVUtBv5Ty3sw,ACS Auto Body,5.0,6,"Vegetarian,Vegan"
5WF3593by2u-aE_WaM7_Mw,Tea Leaf,4.5,22,"American (Traditional),Burgers,Chicken Wings"
SbDETTgAgpIQ2NEmuRZmww,Chipotle Mexican Grill,2.0,47,Caribbean
MoKZzmn60zzRHQy1V9guEg,Cedar Beauty Supply,2.5,5,"Sushi Bars,Japanese"
5HX4GODme5gCtF9yhQGqyQ,Delfera Heating & Cooling,4.5,16,Coffee & Tea
koVIuwtCO9HgKtAiJpakJg,Piccolo Trattoria,3.5,148,"Pizza,Seafood,Italian"
ASmz75k9heV0KPSXcOiShw,The Farmhouse Bistro,3.0,15,"Nightlife,Bars,American (New)"
QI0FYatL0VtX07duLHdu9A,Bonded BoutiqueCleaners,3.0,35,"Pizza,Salad,Sandwiches"
RlTwsJc0hPh5II4v-hSt4g,Pisano Riding Boot Repair,5.0,12,Vietnamese
fixjFaCYK2yDz5F-L2ASeg,Muscle Maker Grill,2.5,92,"Nightlife,Bars,American (New)"
oOktbtHRm9uflTh16oDqgw,China Moon,4.0,11,"Korean,American (Traditional),Sandwiches"
0rmGHYrR4GR_HTG1rLLerA,Staples,3.5,10,"Asian Fusion,Chinese,Thai"
pjAjH5IqYJPYIld-Z0S3nA,Dollar Tree Stores,2.0,6,"Vegetarian,Vegan,Burgers"
yMj8o1VW4NiUe8CEXSaRZQ,Lucky Star Movers,4.5,17,Pizza
jMdbO3UmGJDbvW-HH8Ggug,Lapstone,2.5,5,"Nightlife,Bars,American (New)"
AocZNm7-7hFLGq1vx8Kg0Q,Sardella Eye Associates,4.0,8,"Sushi Bars,Salad,Sandwiches"
YsasScJMjoYKX3UH8Ff5CQ,Albert Bachman & Sons,5.0,6,Italian
TlE4OrfOb0ydIfSQSQIyfQ,Di Bruno Bros.,3.5,34,"Bars,Nightlife,Seafood"
3aOvhh2lSwDiq1MtQLHoDA,Academic Bistro,5.0,6,Vietnamese
qDRjceFNH7Mxv9M-ZvDitg,Rittenhouse Farmers' Market,4.0,40,"Vegetarian,Diners,Sandwiches"
QwetkaAuAhXMaA3lYkSqoQ,Philly Pretzel Factory,3.0,12,"Asian Fusion,Chinese,Thai"
DIGW-yEmaQeEq_SJKvbZyg,Fiesta Acapulco,2.5,54,"Chicken Wings,Donuts,Coffee & Tea"
YkAhDcLnFS_hlCt4wp0OJw,Vesper Sporting Club - Northern Liberties,3.0,9,"Vegetarian,Vegan"
5rpFGfB4wgocaNOfR-yt5Q,Patient First - Pottstown,2.5,20,"Nightlife,Seafood,Bars"
89gMRtved9315_howyDEFQ,The Tailory,5.0,99,"Burgers,Fast Food"
1NCq-rx4sEJaw7qHHdllaw,Elkins Crest Health & Rehabilitation Center,1.5,6,"Nightlife,Bars,American (Traditional)"
fPS63aLeuxihAuH4CYVCxA,Splitting Edge Axe Throwing - Pottstown,4.0,5,"Ethnic Food,Vegetarian,Indian"
65BYhVPUeHvzjjYcujDmvg,M Kaufman Contractors,4.0,6,"Vietnamese,Thai,Coffee & Tea"
0_aNlVjF_w9oVbCQOv-PvQ,Fuel House,5.0,7,"Pizza,Italian"
z0SRVH4OpDQxgf2-m_wcZg,Jake's Eatery,3.5,68,Bakeries
FHSbZ0-vZbbrMDWVpbyXgA,DELCO Steaks,4.0,72,Coffee & Tea
Nn5AewAZjpUomf1lslcwAw,City Wide Rolling Gate Repair Philadelphia,3.0,5,"Diners,Seafood,Burgers"
9LvA0NUSftDs13sADDRKQA,Meineke Car Care Center,4.5,11,"Nightlife,Bars"
W0O1riXLSUitiomnl2smRw,Oteri's Italian Bakery | Frankford Ave,3.5,35,"Diners,American (Traditional),Sandwiches"
cp5hHhsnh-gKmuH3mhzlnA,Men's Wearhouse,3.0,17,"Pizza,Burgers,Sandwiches"
EgyBk93th6729YGY_cIlSw,New Hope Fitness,4.0,5,Thai
tVRUWxoM2D2SghBMnN6-Ig,Global Services,3.5,7,"Asian Fusion,Thai,Sushi Bars"
-v22Vz1chVp8VL4pnSj5RA,Supreme Siding & Remodeling,3.0,11,Coffee & Tea
QcU7EiHFQL8pVnOHZBPs2A,PetSmart,3.0,14,"Coffee & Tea,American (New),Italian"
ZwA0j_bhG-eJsvoxp14t4g,Caliber Collision,3.5,5,Italian
WlDgeZoyWfEx1iJGGzfN7A,KIDS FIRST Swim School - Exton,3.5,10,"Nightlife,American (Traditional),Bars"
y1Z9tymuBGVDZnYZoLk-2Q,Fork,4.0,640,"Nightlife,Bars"
_T4OBsReHs967vVtqBJm6A,Village of Pennbrook Apartments,3.0,29,"Asian Fusion,Chinese,Thai"
Kce5lkRyAg2MN01nuWuIlQ,Fresh Hair Studio,4.5,37,"Asian Fusion,Salad,Noodles"
Kw94tchxjpDMF1ZnYWK7Iw,UrbanBurb Furniture,4.5,17,"Asian Fusion,Thai"
chwav4bLLe8vYwSfUNaWBg,Taqueria La Herradura,4.5,13,"Korean,American (Traditional),Sandwiches"
Qx2RHuKXz8e3-ddEPMQHTA,King David Memorial Park,2.0,10,"Mediterranean,Italian"
ua2_pF6trfzbfgSCC048VA,D L Salon,5.0,6,"Vegetarian,Bakeries"
5cpb23lEQ5brolyKRVBhgA,McDonald's,2.0,17,Diners
hhper8vIQRHpEZRufltj1Q,The 700,3.5,184,"Pizza,American (Traditional),Sandwiches"
pfhI5rPULH163H3F0LNXxw,IKEA,3.0,277,American (New)
r_kpkGM1saLooRsWvhm5JA,Sampan Inn,3.5,115,"Chicken Wings,Thai,American (New)"
Q5_JE-HCI_VK9Ld8iu8FOw,Supercuts,4.0,22,"Desserts,Sandwiches,Italian"
fEG7m5JFodBhu4Gvu7E3uA,Dentistry in Philadelphia,4.5,9,"Nightlife,Bars,American (New)"
aFYgxSyfPVxHLUD5zx5_dw,J.B. Merrick Apothecary,5.0,5,"Pizza,Sandwiches,Italian"
JpdHmemtev48l_rd6cj6fw,Far East,2.0,30,"Desserts,Sandwiches,Italian"
KDgeX9LarNAdcimZEkpD8w,TCM Finishes,3.0,6,"Sushi Bars,Japanese,Asian Fusion"
dYinIkKBspHV5hSaukklFg,L'Angolo Ristorante,4.5,386,"Nightlife,Bars,American (New)"
wb0ABRor1OedzUWbjiadpw,Framers Market Gallery,5.0,5,"Nightlife,Bars,American (New)"
1kMT0Sb67WORROJCPOuL0Q,Crab Du Jour - Bustleton,3.0,5,"Juice Bars & Smoothies,Coffee & Tea,Indian"
5JGSfyC0vawEACK9RwFR4Q,J F Spillane,4.0,5,"Fast Food,Sandwiches,Italian"
M_JNzE-1CScH6Xh5vIIAbQ,Bryn Mawr Running Company- West Chester,5.0,11,"Sushi Bars,Japanese,Asian Fusion"
fz0U0L7LbiLCEJKM1e4sBQ,WhirlAway Travel & Cruises,3.0,6,"Pizza,Nightlife,Bars"
twoIJMvKMveNO8PtVZ3jhA,iLoveKickboxing- Exton,4.5,6,"Caribbean,Latin American,Mexican"
hb5O0uze3JrU5FKp1CYLlw,Giant Food Store,3.5,27,"Nightlife,Bars,American (New)"
ygfNttCMGWAuM69R_-SoPQ,Curl Hair and Wellness,4.0,63,"Nightlife,Bars,Burgers"
QobemDERpGVpSAbGMSqfFw,Flying Angels,5.0,7,"Salad,Mediterranean,Sandwiches"
vDFMen3_UvgbMvMOjkVMyw,Phil's Excellent Auto Service,4.5,45,Food Trucks
XcZ_Z6Yclu4vYOFOQeGbUQ,Salon Nochea,4.0,25,"American (Traditional),Southern"
VlNzvXuW-5cZkYBfT9IGHQ,General Warren,4.0,141,Coffee & Tea
lPhKez2cp4T5h_fTWiTJZQ,Spread Bagelry,3.0,13,Chinese
nzMsAREnsFlsCHsBUwL2SQ,Ho Sai Gai Restaurant,4.0,202,"Sandwiches,Italian"
32HS11LhqoLVpD_PvJZKMw,Shoen Safety & Training,5.0,7,"American (Traditional),Southern"
_V1dR3zNmwBmud3eHXfjqg,Al-Salam Food Market,4.0,5,Sandwiches
b0L4T5t7uYzSvghTT6EVJQ,AAA Warrington,1.0,6,"Pizza,Seafood,Sandwiches"
-KoF5X8toS6VBY3DvNeuDA,Castor Pizza,3.5,14,"Nightlife,American (Traditional),Bars"
lLoXIweg5AcJ2JwrE_o3Qw,Elite Nails,3.5,20,"Salad,American (Traditional),Nightlife"
tcDpEgmd14W4szC0DU3Pgg,Tropical Smoothie Cafe,3.0,43,Chinese
qL2h5u9j0fAzRU5K7Ya2fw,Bluegrass Billiards,4.0,10,"Juice Bars & Smoothies,Mediterranean,Sandwiches"
atVYP-Vnq4rBUC5eZc4Ahg,Bell’s Market,4.0,15,"Nightlife,American (Traditional),Bars"
HDdfUbox_zCbiyoNMhSVzg,Mama's Pizza,4.0,37,"Pizza,American (Traditional),Italian"
T46xhb2WKustEa80iL_hpg,Dental Health Care Associates,3.5,5,"Mediterranean,Greek"
inG2oIDylX1kLsLLujXncg,Sloane Toyota of Philadelphia,2.0,66,"Sushi Bars,Chinese"
mO1sDIOlHfrrqi-7QtRXEQ,Dougherty Automotive Services,4.0,10,"Asian Fusion,Thai,Sushi Bars"
CG6GQTdewWfyN-jBNx2ouw,Bark Ave Pet Supplies,4.5,8,"Nightlife,American (Traditional),Bars"
4HXh1Ug4egj4b2ZHjDSfTQ,Nail 2 Nail,3.5,16,"Steakhouses,Sandwiches"
8wml7Ss5QonxZiBcmSNCxw,The Fresh Works,5.0,6,Thai
BbCrxOXOO63V6CWrYW1AFQ,Zesto Pizza & Grill,4.0,97,"Nightlife,Bars,American (New)"
ZAwlsg4bYXvpZKrZJJfudQ,La Quinta by Wyndham Philadelphia Airport,2.0,24,"Nightlife,Bars,Sandwiches"
72H2mtzrg7A8KZjx7BEZjw,Uncle Charlie's Pizza,3.0,63,"Nightlife,American (Traditional),Bars"
iAYSuGMrd-w6k3wWTYtO0g,Vino Volo,3.0,29,"Nightlife,Bars,American (New)"
xGrKI9gt0UCofuYMRjieOA,Great Clips,2.5,5,"Mediterranean,Greek"
rOh8NovXVn48p8I-ZYEpQA,sweetgreen,4.0,213,"Nightlife,American (Traditional),Bars"
QVuFi0Ovl_gQ1N1ej9DycA,Comfort Dental Care,3.0,10,"American (Traditional),American (New),Sandwiches"
oI61UF4obHx6RgY5ojNw7Q,Bob's Brake Muffler and Auto Repair,5.0,8,Coffee & Tea
ZGlkcWdHSBZqk9CghLaw2A,Quakertown Mitsubishi,1.5,6,"Nightlife,Bars,American (New)"
hZUAk5fthL27KwuKicliMQ,Penn Dental Faculty Practice,3.5,31,"Desserts,Sandwiches,Coffee & Tea"
NN7w1nWyA_kNFeq4UUmtYQ,Enterprise Rent-A-Car,4.0,15,"American (Traditional),Southern"
Kdn0m0QALKBqUCi2S-nW7w,Amazing Decks,3.0,5,Seafood
99HwD9EpK_Q1gjQ0L5pBjg,Tim's Racquet,5.0,6,"Spanish,Tacos,Latin American"
1Ky02JvASFDLKMePuxSo-g,Petro Home Services,3.5,15,"Food Trucks,Food Stands,Middle Eastern"
K7kSAU00L6jNLuYXKemZCg,TruMark Financial Credit Union,4.5,7,Coffee & Tea
ZVvXJd-XkKO8f5D5y2gl5g,"Manav Segal, MD",4.5,10,"Vietnamese,Thai,Coffee & Tea"
qHNjcuHGptFGup9AhgVUfA,"Norman J Graulich, DMD",4.0,5,"Caribbean,Latin American,Mexican"
3w1bNySoemRzRVvh4k0spQ,Village Treats,4.0,39,"Nightlife,American (Traditional),Bars"
RP_x4poTtML9DbcdX6zMOQ,Guthriesville Tire & Service,2.0,13,"Sandwiches,Italian"
6bJDYa2E-a3JJJ5JQ7lHyg,Lindinger's Deli & Catering,4.5,20,"Nightlife,Bars,Burgers"
P1ztjSrD9H0ksxFICr_HOQ,Elite Roofing And Contracting,2.5,6,Seafood
gc7TPAFaPdJD2Aa_yF10OA,Queen Nail and Spa,3.5,82,"Food Stands,Thai,Mexican"
31QhxVRHpIQCA-YopWYUnw,Whitemarsh Valley Country Club,4.0,6,"Diners,Bakeries"
xsRGTUn4Gr36eUs4qYgSUg,STAT Medical Transport,2.5,8,"Burgers,Fast Food"
152JQDYumtZAFlTsmFAxaA,Nooddi Thai Chef,4.0,133,"Nightlife,Bars"
c02qhORBO86spu1NXYI8xg,Frankford Animal Clinic,4.0,20,Thai
Bdve_Izimo7y1YYoVZo3gg,Relic on State,3.5,25,"American (Traditional),Southern"
voWJKzJtD89HUAHEi0Kotg,Lily's Nail Salon,2.5,7,"Salad,Burgers,Sandwiches"
Nj4C5CQY0IfGZLfaJbosrg,Bucks County Children's Museum,4.5,17,"Coffee & Tea,American (New),Italian"
5ve3RLYgupUG6H_L8xDY5A,Matterns Ridge Appliances,4.5,8,"Soup,Salad,Sandwiches"
dt9YY2_lGCB223wwHOljkA,Heart of Oak Pub,4.0,43,"Soup,Salad,Thai"
7a2gaL_UhgIs7DolzHbJ_w,Frida's Mexican Taqueria,5.0,9,"Vegetarian,Vegan,Burgers"
XJnTY0wG45x9GBrgfNpkCw,Lucha Cartel,3.5,556,Mediterranean
QRFyr9cr02CsCCqTBsHTyQ,Saladworks,2.5,32,Indian
wUr_OeSGiKxqyefJbbiqgg,Pet Supplies Plus - Warrington,4.0,14,"Spanish,Tacos,Latin American"
M6ZoEY54OKKPq9O9Boee7g,The Lucky Well,3.5,351,"Nightlife,Bars,Burgers"
ksbc0es1Rf5vGHa6gRAGIA,Broad Axe Family Medicine,3.0,9,"Mexican,Fast Food"
uwUIityvn-I5DAXQPVvPGQ,Baskin Robbins,3.0,8,"Vegetarian,Vegan,Burgers"
IwtPTminA8Zlr_FvuEZr9Q,Firestone Complete Auto Care,2.0,21,"Nightlife,Bars,Burgers"
gDU6P6iP_1lkaWtNZLJGvw,Via Veneto Pizza,4.0,108,"Salad,American (Traditional),American (New)"
mCpg5Zj5ffcXJIHjlg2x_g,Kilwins - Ardmore,5.0,12,"Asian Fusion,Salad,Noodles"
YZis1Y78c-6umv0vz5JAfw,R & D Heating & Cooling,3.5,12,"Pizza,Italian"
06s46kJWbjIomKy_j-slew,Francis Kaufman House,4.0,20,"Chinese,Szechuan"
bb2YYn1PpRQ79Owgd4ZxMA,Pistol Pete's Seafood,2.5,10,"Tapas/Small Plates,Nightlife,American (Traditional)"
qmsdbXMG6DCNXEEZJz4d5g,Chipotle Mexican Grill,2.0,56,"Mexican,Barbeque,Tex-Mex"
Ji1QIOEd_0Etk4uNnZ5FHQ,DriveCentral,3.5,5,Bakeries
Pf-UDqpWj4wAB5KV4kqsTA,Bigheads Beef & Ale of Warminster Square,2.0,5,"Desserts,American (Traditional)"
rac127HhFxS1RtWA1Rf61Q,Mexi-Talian Grill Restaurant,4.5,15,"Nightlife,Seafood,Bars"
gNVeWqMtOYWnQjuWseA5PQ,Enterprise Rent-A-Car,3.5,5,"Diners,American (Traditional)"
O7dDHHsn7NUzWvzmILVWew,Coles Customs,4.5,9,Coffee & Tea
HRdeb1f2JYk13-VkXKeeww,Yadain Cultural Solutions,4.5,70,Italian
-PqeUUIN8Qgqhv5KMiRfHA,Hue Fusion Food Market,4.5,30,"Sandwiches,Nightlife,American (New)"
5h3uxYuoY40id-EByqQ3Xg,Wawa,3.5,9,"Sandwiches,Nightlife,American (New)"
i6GSXiOqxQ8in-DJqPqiVQ,Penn Orthopaedics Pennsylvania Hospital,2.5,7,"Pizza,Salad,Italian"
4IaI2KvSBDhq298XmCUnZw,Lion's Den Tattoo Studio,5.0,18,"Mediterranean,Greek"
jqvjI5FrOO-Ze9EQnmEn_Q,Pudge's Steaks & Hoagies,4.5,106,Mexican
pwbx5FtKFTcZQuLNbHRh8g,Primark,3.0,7,"Pizza,Salad"
jLsAwortT8sdnqFLo0moqA,True Food Kitchen,4.0,531,"Pizza,Italian"
9dSYPfRcukFqPsvN-X7VeQ,Speedy Lube,2.0,16,"Juice Bars & Smoothies,Mediterranean,Sandwiches"
mm05KZbYxvDwJ-gFTT81iQ,Alpha Dermatology,4.0,13,"Sandwiches,Nightlife,American (New)"
27wPl0IBJPPHkCNPzXDmnA,Baker Brothers,4.5,13,"Pizza,Italian"
L6TPO5xPUO_P_kO4_EN29w,Awbury Arboretum,4.5,20,Mexican
PTMcx9Y0wAQuTtYFvHDHAQ,Go Green 'n' Clean Car Wash,2.5,10,"Ice Cream & Frozen Yogurt,Burgers,Fast Food"
NnSZ9suaHxSzZzHnKgJArQ,Eye To Eye Vision Center,3.0,14,"Pizza,Seafood,Sandwiches"
sTgS1FZk_SSW_oaxchEwJw,Camelot Apartments,3.0,5,"Pizza,Italian"
c0_NagIVgU2h67xTKXflQg,Larry Becker Contemporary Art,4.0,8,Coffee & Tea
Dkw1GWzFqt_Es7cB1pw41A,LOFT,4.0,14,Chinese
AQPdoQlmQEWHZS10AE-77g,Hog Island Steaks,3.5,148,Korean
fB8DULHVGkB9jI7M8qzKKg,Coffee Cream & Dreams,5.0,20,"Vegetarian,Vegan,Burgers"
CxBprWgJVDw0cLdKwZF9Yg,Philly Fades,4.0,8,Chinese
JclXOdPHF1Kkglcon_B31w,Dîner en Blanc,3.5,12,"Desserts,Bakeries"
W8Sl95TIjJsq6DLLoaU00Q,Budget Truck Rental,1.0,8,"Asian Fusion,Chinese,Thai"
xTM54o_lKgcD1I6f2yFFhw,West Chester Growers Market,4.0,14,"Desserts,Sandwiches,Coffee & Tea"
